id,section,domain,paragraph,prompt,choice_A,choice_B,choice_C,choice_D,correct_answer_letter,correct_answer_text,explanation,choice_E,choices
f453a864,english,Standard English Conventions,The most common punctuation error that occurs in this type of writing is a comma splice.  A comma splice is a comma used incorrectly to separate two complete sentences without a conjunction. This is incorrect because a comma cannot be used in this way to join two complete sentences.  What is the main reason why this is a punctuation error?,The main reason why a comma splice is a punctuation error is that,it creates a run-on sentence.,it results in a phrase that’s too long.,it makes the writing too formal.,it makes the writing too casual.,A,it creates a run-on sentence.,"A comma splice occurs when a comma is used incorrectly to separate two complete sentences without a conjunction.  This is incorrect because it creates a run-on sentence, which is a sentence that is too long because two independent clauses are fused together without proper punctuation.",,"{'A': 'it creates a run-on sentence.', 'B': 'it results in a phrase that’s too long.', 'C': 'it makes the writing too formal.', 'D': 'it makes the writing too casual.'}"
random_id_eng_1,english,Craft and Structure,"The author describes how the main character's actions are affected by her emotions.  This is shown through the use of vivid language and imagery. The author uses words like ""flung"" and ""tore"" to describe the character's movements, which emphasizes the intensity of her feelings.  What is the most likely reason why the writer uses such vivid language?",The vivid language in this passage most likely serves to,create a sense of immediacy and excitement in the reader.,describe the character’s physical appearance.,emphasize the character’s intelligence.,suggest that the character is struggling with a difficult decision.,A,create a sense of immediacy and excitement in the reader.,The author uses vivid language to create a sense of immediacy and excitement in the reader. This helps the reader feel more engaged with the story and the character’s experiences.,,"{'A': 'create a sense of immediacy and excitement in the reader.', 'B': 'describe the character’s physical appearance.', 'C': 'emphasize the character’s intelligence.', 'D': 'suggest that the character is struggling with a difficult decision.'}"
random_id_b8,english,Standard English Conventions,"The author of the passage is a prominent philosopher who is writing a book on the nature of reality. The book is intended for a general audience, so the author tries to explain complex ideas in a clear and concise way. However, the author also wants to maintain a sense of intellectual rigor and avoid oversimplification. What is the most likely reason why the author would use the word ""however"" in the passage?","In this passage, the word ""however"" is used to",introduce a contrasting idea.,emphasize the importance of the author’s message.,describe the author’s feelings and experiences.,suggest that the author is addressing a large audience.,A,introduce a contrasting idea.,"The word ""however"" is a transition word used to introduce a contrasting idea. The author is trying to balance the need to explain complex ideas in a clear and concise way with the need to maintain a sense of intellectual rigor. By using the word ""however,"" the author signals that the following sentence will introduce a contrasting idea.",,"{'A': 'introduce a contrasting idea.', 'B': 'emphasize the importance of the author’s message.', 'C': 'describe the author’s feelings and experiences.', 'D': 'suggest that the author is addressing a large audience.'}"
random_id_a8,english,Expression of Ideas,"The author's use of the phrase ""a sense of relief"" in the passage helps to convey the speaker’s point of view. The author emphasizes that the speaker is relieved to have escaped from a difficult situation. The author also suggests that the speaker is grateful for the opportunity to be free from the pressures of his past life. In doing so, the author helps the reader understand the speaker’s emotional state. Which choice best describes the effect of the phrase ""a sense of relief"" in the passage?","The phrase ""a sense of relief"" in the passage primarily serves to",highlight the speaker’s newfound appreciation for his surroundings.,underscore the speaker’s sense of accomplishment.,emphasize the speaker’s newfound freedom from past burdens.,suggest that the speaker’s emotional state is one of contentment.,C,emphasize the speaker’s newfound freedom from past burdens.,"The phrase ""a sense of relief"" emphasizes the speaker's newfound freedom from past burdens. The speaker is relieved to have escaped from a difficult situation and is grateful for the opportunity to be free from the pressures of his past life. This is the most direct and immediate effect of the phrase in the passage.",,"{'A': 'highlight the speaker’s newfound appreciation for his surroundings.', 'B': 'underscore the speaker’s sense of accomplishment.', 'C': 'emphasize the speaker’s newfound freedom from past burdens.', 'D': 'suggest that the speaker’s emotional state is one of contentment.'}"
d6f6f68d,english,Standard English Conventions,"The 19th century saw a rapid development of new technologies, such as the telegraph and the railroad, which revolutionized the way people lived and worked.  However, these innovations also had unintended consequences, as can be seen in the rise of urban poverty, the spread of infectious diseases, and the widening gap between the rich and the poor.  In the passage, what does the word “consequences” most nearly mean?","The word ""consequences"" in the passage most nearly means",results,alternatives,causes,predictions,A,results,"The sentence discusses the results of the development of new technologies.  ""Consequences"" means ""results.""  The other choices don’t fit the context.",,"{'A': 'results', 'B': 'alternatives', 'C': 'causes', 'D': 'predictions'}"
random_id_e9,english,Standard English Conventions,"The museum curator is trying to create a timeline of the famous artist’s life.  The curator has chosen to include pieces of the artist’s work that are representative of different periods in the artist’s life.   For example, a sketch created by the artist in 1932 will be included alongside a large sculpture the artist made in 1958.  All of the pieces will be grouped in chronological order.  The curator hopes that this will help visitors to",Which choice best completes the text so that it conforms to the conventions of Standard English?,understand the evolution of the artist’s style.,"understand the evolution of the artist’s style, and",understand the evolution of the artist’s style; and,"understand the evolution of the artist’s style, and,",A,understand the evolution of the artist’s style.,"The most logical and grammatically correct way to complete the sentence is with a period after ""style.""  A period creates a clear separation between two independent clauses.  The other choices create comma splices or use unnecessary punctuation.",,"{'A': 'understand the evolution of the artist’s style.', 'B': 'understand the evolution of the artist’s style, and', 'C': 'understand the evolution of the artist’s style; and', 'D': 'understand the evolution of the artist’s style, and,'}"
random_id_c1,english,Craft and Structure,"The passage describes how the author, having read the entire novel, is now revisiting a specific scene.  The author mentions that there are many scenes and that the author has chosen to revisit this specific scene for a reason.  The author is now looking at the scene with a fresh perspective, focusing on specific details. What is the most likely reason why the author has chosen to revisit this scene?","In this passage, the author is most likely revisiting the scene because",the author wants to revisit a scene that is particularly meaningful to the reader.,the author wants to show how the scene has changed over time.,the author wants to provide a new interpretation of the scene.,the author wants to provide a more detailed description of the scene.,C,the author wants to provide a new interpretation of the scene.,"The author is revisiting the scene to provide a new interpretation of it. The author mentions that they have chosen to revisit this scene for a reason, and they are looking at the scene with a fresh perspective, focusing on specific details. This suggests that the author is trying to understand the scene in a new way.",,"{'A': 'the author wants to revisit a scene that is particularly meaningful to the reader.', 'B': 'the author wants to show how the scene has changed over time.', 'C': 'the author wants to provide a new interpretation of the scene.', 'D': 'the author wants to provide a more detailed description of the scene.'}"
a134913c,english,Information and Ideas,"The text states that the scientists involved in this research found that the number of young children who were able to learn the concepts of the study in a normal classroom setting was much lower than the number of students who were able to learn the concepts in a setting where they were provided with one-on-one assistance.  This finding suggests that there is a benefit to providing one-on-one assistance to children, but it does not necessarily mean that all children would benefit from such assistance, nor does it mean that one-on-one assistance would be the most effective approach for all children. What does the text suggest is the most likely reason for the results of the study?",What does the text suggest is the most likely reason for the results of the study?,The students who were provided with one-on-one assistance were more likely to be motivated to learn the concepts of the study.,The students who were provided with one-on-one assistance were more likely to be able to understand the concepts of the study.,The students who were provided with one-on-one assistance were more likely to have a better understanding of the concepts of the study.,The students who were provided with one-on-one assistance were more likely to be able to recall the concepts of the study.,B,The students who were provided with one-on-one assistance were more likely to be able to understand the concepts of the study.,The text suggests that the most likely reason for the results of the study is that the students who were provided with one-on-one assistance were more likely to be able to understand the concepts of the study. This is because the text states that the number of young children who were able to learn the concepts in a normal classroom setting was much lower than the number of students who were able to learn the concepts in a setting where they were provided with one-on-one assistance.  This finding suggests that providing one-on-one assistance can help children understand concepts better.,,"{'A': 'The students who were provided with one-on-one assistance were more likely to be motivated to learn the concepts of the study.', 'B': 'The students who were provided with one-on-one assistance were more likely to be able to understand the concepts of the study.', 'C': 'The students who were provided with one-on-one assistance were more likely to have a better understanding of the concepts of the study.', 'D': 'The students who were provided with one-on-one assistance were more likely to be able to recall the concepts of the study.'}"
32ef691a,english,Information and Ideas,"The author of the text describes how a particular invention in the nineteenth century changed the way that we perceive and understand our surroundings. The author notes that before this invention, the experience of navigating unfamiliar spaces was “intimidating” and “disorienting,” since those spaces were unknown and unpredictable. After the invention, however, people could use this new tool to “master their surroundings,” and the author uses a metaphor to explain that this tool “gave people a new sense of ownership over their environment.” What is the most likely reason why the author uses a metaphor in this text?",The author’s use of a metaphor in this passage helps to,explain a complex technical process in simple terms.,illustrate the effect of a new invention on human perception.,compare the invention’s impact to that of earlier inventions.,emphasize the importance of the invention’s inventor.,B,illustrate the effect of a new invention on human perception.,"The author uses the metaphor ""gave people a new sense of ownership over their environment"" to help the reader understand how the invention changed the way that people perceive and understand their surroundings. The metaphor emphasizes the idea that the invention gave people a new level of control over their environment, which made it seem less intimidating and disorienting.",,"{'A': 'explain a complex technical process in simple terms.', 'B': 'illustrate the effect of a new invention on human perception.', 'C': 'compare the invention’s impact to that of earlier inventions.', 'D': 'emphasize the importance of the invention’s inventor.'}"
9828f842,english,Standard English Conventions,"The chef, who has worked in many prestigious restaurants around the world, is known for his innovative use of spices.  He uses a variety of spices, both common and exotic, to create complex and flavorful dishes.  In his latest cookbook, the chef shares his signature recipes and techniques, encouraging home cooks to experiment with spices.  What is the best way to punctuate the sentence: 'The chef who has worked in many prestigious restaurants around the world is known for his innovative use of spices'? ","In this sentence, the phrase ""who has worked in many prestigious restaurants around the world"" is a","dependent clause, so it should be set off by commas.","nonessential element, so it should be set off by commas.","restrictive clause, so it should not be set off by commas.","simple sentence, so it should not be set off by commas.",B,"nonessential element, so it should be set off by commas.","The phrase ""who has worked in many prestigious restaurants around the world"" provides additional information about the chef, but it isn't essential to understanding who the chef is.  Nonessential elements are set off by commas.  So the correct answer is B.",,"{'A': 'dependent clause, so it should be set off by commas.', 'B': 'nonessential element, so it should be set off by commas.', 'C': 'restrictive clause, so it should not be set off by commas.', 'D': 'simple sentence, so it should not be set off by commas.'}"
random_id_a3,english,Standard English Conventions,"The novel begins with a description of the protagonist’s childhood, tracing his journey from a small town to a bustling city. As the story unfolds, the protagonist encounters a series of challenges that force him to confront his past and to grapple with the complexities of modern life. While this journey is undoubtedly fraught with difficulties, the protagonist ultimately emerges as a stronger, more resilient person. But the novel’s central theme is not simply one of personal growth. Rather, it is a complex meditation on the nature of identity and the power of memory.",Which choice best completes the sentence so that it conforms to the conventions of Standard English?,It’s a complex meditation on the nature of identity and the power of memory.,"It’s a complex meditation on the nature of identity and the power of memory,","It’s a complex meditation on the nature of identity, and the power of memory.",It is a complex meditation on the nature of identity and the power of memory.,D,It is a complex meditation on the nature of identity and the power of memory.,"The sentence requires a finite verb to complete the main clause.  Only Choice D correctly provides this with the finite verb ""is.""  A comma would be needed before the conjunction ""and"" in Choices B and C.",,"{'A': 'It’s a complex meditation on the nature of identity and the power of memory.', 'B': 'It’s a complex meditation on the nature of identity and the power of memory,', 'C': 'It’s a complex meditation on the nature of identity, and the power of memory.', 'D': 'It is a complex meditation on the nature of identity and the power of memory.'}"
c486a23b,english,Standard English Conventions,"The author of the passage describes the “history of our planet.” In the sentence that contains this phrase, the writer uses the word “our,” which suggests that the author is addressing the reader directly, in a way that can encourage a personal connection between the writer and the reader.  Which choice best explains why the author uses the word ""our"" in this context?","The author’s use of the word ""our"" most directly suggests that the author is",highlighting the speaker’s unique perspective on the planet.,emphasizing the shared experience of the speaker and the reader.,creating a sense of urgency about the topic of the planet's history.,referring to the planet's history as a singular event.,B,emphasizing the shared experience of the speaker and the reader.,"The author’s use of the word ""our"" is most likely intended to emphasize the shared experience of the speaker and the reader, suggesting that they both have a common interest in the history of the planet. This can help create a more personal connection with the reader.",,"{'A': 'highlighting the speaker’s unique perspective on the planet.', 'B': 'emphasizing the shared experience of the speaker and the reader.', 'C': ""creating a sense of urgency about the topic of the planet's history."", 'D': ""referring to the planet's history as a singular event.""}"
a7893d9d,english,Standard English Conventions,"In the late 1980s, the musician and composer Michael Franti—who is known for blending hip-hop, funk, and world music—formed a band called the Disposable Heroes of Hiphoprisy. The group’s music, which is infused with social and political themes, is often described as a blend of activism and artistry, with Franti's lyrics often exploring themes of peace, social justice, and environmentalism. The group's music became popular in the 1990s, with its song ""Television, the Drug of the Nation"" becoming a popular anthem. The song's message is a critique of the influence of media, particularly television, on society, and a call for greater awareness and engagement. In the years since, Franti has continued to use music as a platform for social change. What is the best way to combine the two sentences about the song's message?","Which of the following is the most effective way to combine the two sentences about the song's message, keeping the meaning of the original text?","The song's message is a critique of the influence of media, particularly television, on society, and a call for greater awareness and engagement—in the years since, Franti has continued to use music as a platform for social change.","The song's message is a critique of the influence of media, particularly television, on society, and a call for greater awareness and engagement, and in the years since, Franti has continued to use music as a platform for social change.","The song's message is a critique of the influence of media, particularly television, on society, and a call for greater awareness and engagement; in the years since, Franti has continued to use music as a platform for social change.","The song's message is a critique of the influence of media, particularly television, on society, and a call for greater awareness and engagement, Franti has continued to use music as a platform for social change.",C,"The song's message is a critique of the influence of media, particularly television, on society, and a call for greater awareness and engagement; in the years since, Franti has continued to use music as a platform for social change.","Choice C is the best answer. The semicolon correctly separates two closely related independent clauses, while maintaining the flow and coherence of the sentence.",,"{'A': ""The song's message is a critique of the influence of media, particularly television, on society, and a call for greater awareness and engagement—in the years since, Franti has continued to use music as a platform for social change."", 'B': ""The song's message is a critique of the influence of media, particularly television, on society, and a call for greater awareness and engagement, and in the years since, Franti has continued to use music as a platform for social change."", 'C': ""The song's message is a critique of the influence of media, particularly television, on society, and a call for greater awareness and engagement; in the years since, Franti has continued to use music as a platform for social change."", 'D': ""The song's message is a critique of the influence of media, particularly television, on society, and a call for greater awareness and engagement, Franti has continued to use music as a platform for social change.""}"
random_id_c5,english,Standard English Conventions,"The author of this excerpt is describing a common misconception about the human body. The writer states that most people assume that the human body is designed to be a perfect machine. However, the text goes on to say that this assumption is incorrect, as the human body is often inefficient and can break down easily.  What is the most likely reason why the writer uses the word ""however""?","The word ""however"" is used to",provide a transition between contrasting ideas.,emphasize the importance of the writer’s message.,create a sense of intimacy and connection with the reader.,suggest that the writer is addressing a large audience.,A,provide a transition between contrasting ideas.,"The word ""however"" is used to signal a contrast between two ideas. The first idea is that the human body is a perfect machine. The second idea is that this assumption is incorrect. This transition helps the reader understand that the writer is about to present a different view than the one previously expressed.",,"{'A': 'provide a transition between contrasting ideas.', 'B': 'emphasize the importance of the writer’s message.', 'C': 'create a sense of intimacy and connection with the reader.', 'D': 'suggest that the writer is addressing a large audience.'}"
a2382a1f,english,Information and Ideas,"The narrator is describing a time when he felt disconnected and unsure, and he is looking for guidance to regain his sense of direction. The word “wandered” is used to convey a sense of confusion and disorientation, emphasizing the narrator’s state of uncertainty. What is the most likely reason why the writer uses the word ""wandered""?","In this passage, the word ""wandered"" is used to",create a sense of mystery and intrigue.,highlight the beauty and wonder of the natural world.,emphasize the narrator’s lack of direction and purpose.,suggest that the narrator is feeling lost and alone.,C,emphasize the narrator’s lack of direction and purpose.,"The word ""wandered"" suggests a lack of direction and purpose, which is consistent with the narrator's state of uncertainty and confusion. The narrator is looking for guidance to regain his sense of direction, and the word ""wandered"" emphasizes this feeling of disorientation.",,"{'A': 'create a sense of mystery and intrigue.', 'B': 'highlight the beauty and wonder of the natural world.', 'C': 'emphasize the narrator’s lack of direction and purpose.', 'D': 'suggest that the narrator is feeling lost and alone.'}"
23423424,english,Craft and Structure,"The passage describes the process of making a particular type of food, beginning with the ingredients and ending with the final product. The author includes specific instructions and details about each step of the process. What is the most likely reason why the author provides such specific details? ",The author’s use of specific details in this passage primarily serves to,create a vivid and memorable image of the process.,explain the science behind the process.,convince the reader that the process is easy to follow.,persuade the reader to try making the food.,A,create a vivid and memorable image of the process.,"The author’s use of specific details helps the reader to visualize the process, making it more vivid and memorable. The details help the reader to understand the process, but they are not primarily intended to explain the science, convince the reader that the process is easy, or persuade the reader to try making the food.",,"{'A': 'create a vivid and memorable image of the process.', 'B': 'explain the science behind the process.', 'C': 'convince the reader that the process is easy to follow.', 'D': 'persuade the reader to try making the food.'}"
4a6c98ef,english,Standard English Conventions,"The following is a short excerpt from a historical text.  

“In 1864, the Civil War raged on, but one young soldier, Corporal Thomas Jones, dared to dream of a different life. He envisioned a world free from conflict and violence, where all people lived in harmony.  This dream, he thought, would be possible if only the two sides could learn to understand each other’s values and beliefs. Jones knew that this would be a long and difficult journey, but he resolved to start with the people in his own community. He began by organizing meetings to discuss important issues that divided the two sides of the conflict, and he invited people from both sides to participate.  Jones’s efforts were met with resistance, but he remained undeterred.”",Which choice best replaces the underlined portion to create a sentence that is consistent with the conventions of standard written English?,and he had invited,he was inviting,he had invited,inviting,C,he had invited,"The underlined portion needs a past perfect tense verb to show an action that happened before another action in the past. The past perfect tense “had invited” correctly reflects this, while the other options do not.",,"{'A': 'and he had invited', 'B': 'he was inviting', 'C': 'he had invited', 'D': 'inviting'}"
f9c69993,english,Information and Ideas,"The speaker, an academic, is addressing a general audience. They are talking about the impact of a specific piece of media. They cite a specific effect of the piece on the reader, but then state a possible reason that the effect would not have the same impact on everyone. They go on to emphasize that their interpretation is based on their own assumptions, which may not reflect other people's experiences. What is the most likely reason why the writer uses the word ""I""?","In this passage, the writer uses the word ""I"" to",create a sense of intimacy with the reader.,emphasize the importance of the writer’s message.,highlight the writer’s unique perspective on the topic.,suggest that the writer is addressing a large audience.,C,highlight the writer’s unique perspective on the topic.,"The writer uses the word ""I"" to emphasize that their interpretation is unique to them and is not necessarily shared by others. This emphasizes that their interpretation of the piece of media is based on their own experience and may not be the same for everyone.",,"{'A': 'create a sense of intimacy with the reader.', 'B': 'emphasize the importance of the writer’s message.', 'C': 'highlight the writer’s unique perspective on the topic.', 'D': 'suggest that the writer is addressing a large audience.'}"
62478b2b,english,Information and Ideas,"The passage describes the discovery of a new dinosaur species, *Dreadnoughtus schrani*, and its significance to paleontology.  The author writes, ""Dreadnoughtus schrani is the most complete giant dinosaur ever found, a remarkable discovery that sheds light on the evolution of these enormous creatures.""   The author continues, ""The discovery of *Dreadnoughtus schrani*  is important because it provides evidence that giant dinosaurs could grow to sizes previously thought impossible.""","According to the passage, what is the most significant contribution of the discovery of *Dreadnoughtus schrani* to paleontology?",It allows scientists to understand the evolution of giant dinosaurs in more detail.,It proves that giant dinosaurs could reach sizes previously thought impossible.,It provides evidence that giant dinosaurs were more common than previously thought.,It suggests that giant dinosaurs were more agile than previously thought.,B,It proves that giant dinosaurs could reach sizes previously thought impossible.,The passage specifically states that the discovery of *Dreadnoughtus schrani* provides evidence that giant dinosaurs could grow to sizes previously thought impossible. This is the most significant contribution of the discovery because it challenges a long-held belief about the limitations of dinosaur size.,,"{'A': 'It allows scientists to understand the evolution of giant dinosaurs in more detail.', 'B': 'It proves that giant dinosaurs could reach sizes previously thought impossible.', 'C': 'It provides evidence that giant dinosaurs were more common than previously thought.', 'D': 'It suggests that giant dinosaurs were more agile than previously thought.'}"
f174e85a,english,Standard English Conventions,"In the following sentence, a comma splice has been used. ""The sun was setting, the sky was ablaze with color."" Which choice below is the best way to correct the comma splice?","The sun was setting, the sky was ablaze with color.",The sun was setting and the sky was ablaze with color.,The sun was setting; the sky was ablaze with color.,"The sun was setting, but the sky was ablaze with color.",The sun was setting; and the sky was ablaze with color.,B,The sun was setting; the sky was ablaze with color.,"The best way to correct a comma splice is to use a semicolon. In this case, the semicolon is being used to connect two independent clauses that are closely related. Choice A is incorrect because it uses a conjunction instead of a semicolon. Choice C is incorrect because it uses a conjunction that does not logically connect the two clauses. Choice D is incorrect because it uses a semicolon and a conjunction, which is not necessary.",,"{'A': 'The sun was setting and the sky was ablaze with color.', 'B': 'The sun was setting; the sky was ablaze with color.', 'C': 'The sun was setting, but the sky was ablaze with color.', 'D': 'The sun was setting; and the sky was ablaze with color.'}"
2a903f45,english,Standard English Conventions,"According to experts, ""the most important feature of a good research paper is its clarity."" However, good research papers are not simply clear; they are also concise, well-organized, and well-supported.  The writing should be free of errors in grammar and mechanics. The argument should be logical, and the evidence should be relevant, credible, and persuasive. What is the most likely reason for the use of quotation marks?","In this passage, the quotation marks around the phrase ""the most important feature of a good research paper is its clarity"" are used to",indicate that the phrase is a direct quotation from a source.,emphasize the importance of the phrase.,show that the phrase is a common saying.,suggest that the phrase is debatable.,A,indicate that the phrase is a direct quotation from a source.,"The quotation marks indicate that the phrase ""the most important feature of a good research paper is its clarity"" is a direct quotation from an outside source. This is important because it shows that the speaker is not simply expressing his or her own opinion, but is relying on the authority of an expert to support his or her argument.",,"{'A': 'indicate that the phrase is a direct quotation from a source.', 'B': 'emphasize the importance of the phrase.', 'C': 'show that the phrase is a common saying.', 'D': 'suggest that the phrase is debatable.'}"
random_id_8,english,Standard English Conventions,"Many cultures have developed unique forms of storytelling, and the ways in which these stories are told vary widely. For example, in some cultures, stories are told orally, while in others, stories are written down. Stories can also be passed down through generations, and they can be adapted or changed as they are passed on.  Whatever form they take, however, stories have the power to transport us to other places and times.  What is the best way to combine the sentences in this paragraph?",Which choice combines the sentences in the paragraph in a way that is both grammatically correct and stylistically effective?,"Many cultures have developed unique forms of storytelling, and the ways in which these stories are told vary widely; for example, in some cultures, stories are told orally, while in others, stories are written down. Stories can also be passed down through generations, and they can be adapted or changed as they are passed on. Whatever form they take, however, stories have the power to transport us to other places and times.","Many cultures have developed unique forms of storytelling, and the ways in which these stories are told vary widely: for example, in some cultures, stories are told orally, while in others, stories are written down. Stories can also be passed down through generations, and they can be adapted or changed as they are passed on. Whatever form they take, however, stories have the power to transport us to other places and times.","Many cultures have developed unique forms of storytelling, and the ways in which these stories are told vary widely; for example, in some cultures, stories are told orally, while in others, they are written down; stories can also be passed down through generations, and they can be adapted or changed as they are passed on. Whatever form they take, however, stories have the power to transport us to other places and times.","Many cultures have developed unique forms of storytelling, and the ways in which these stories are told vary widely. For example, in some cultures, stories are told orally, while in others, stories are written down. Stories can also be passed down through generations, and they can be adapted or changed as they are passed on; whatever form they take, however, stories have the power to transport us to other places and times.",D,"Many cultures have developed unique forms of storytelling, and the ways in which these stories are told vary widely. For example, in some cultures, stories are told orally, while in others, stories are written down. Stories can also be passed down through generations, and they can be adapted or changed as they are passed on; whatever form they take, however, stories have the power to transport us to other places and times.","The best way to combine the sentences in the paragraph is to use a semicolon to connect the first two sentences because the second sentence provides an example of the idea presented in the first. The semicolon is also used correctly to connect the third and fourth sentences because the fourth sentence continues the idea from the third.  A semicolon is used to connect closely related independent clauses.  A comma splice is when two independent clauses are connected with only a comma, which creates a grammatical error. A comma splice is also created when a comma is used incorrectly before a coordinating conjunction.  A comma followed by a coordinating conjunction can be used correctly to connect two independent clauses but not when the two clauses are not closely related.  A colon can be used to introduce a list but is not the correct choice here because the second sentence is not a list.  The semicolon is the most effective way to connect the sentences in this paragraph.",,"{'A': 'Many cultures have developed unique forms of storytelling, and the ways in which these stories are told vary widely; for example, in some cultures, stories are told orally, while in others, stories are written down. Stories can also be passed down through generations, and they can be adapted or changed as they are passed on. Whatever form they take, however, stories have the power to transport us to other places and times.', 'B': 'Many cultures have developed unique forms of storytelling, and the ways in which these stories are told vary widely: for example, in some cultures, stories are told orally, while in others, stories are written down. Stories can also be passed down through generations, and they can be adapted or changed as they are passed on. Whatever form they take, however, stories have the power to transport us to other places and times.', 'C': 'Many cultures have developed unique forms of storytelling, and the ways in which these stories are told vary widely; for example, in some cultures, stories are told orally, while in others, they are written down; stories can also be passed down through generations, and they can be adapted or changed as they are passed on. Whatever form they take, however, stories have the power to transport us to other places and times.', 'D': 'Many cultures have developed unique forms of storytelling, and the ways in which these stories are told vary widely. For example, in some cultures, stories are told orally, while in others, stories are written down. Stories can also be passed down through generations, and they can be adapted or changed as they are passed on; whatever form they take, however, stories have the power to transport us to other places and times.'}"
7239as8f,english,Craft and Structure,"The author uses vivid imagery to describe the setting. She writes about the ""sweet village of B——"" and the ""confusedly"" winding path. She also uses words to create a sense of suspense and anticipation, such as ""somewhat embarrassed"" and ""no longer knew."" This helps the reader feel the narrator’s anxiety as he tries to find his way.",The author’s use of descriptive language in this passage primarily serves to,highlight the narrator’s sense of isolation and loneliness.,create a mood of mystery and suspense.,establish the setting of the story as a rural and peaceful place.,convey the narrator’s feelings of excitement and wonder.,B,create a mood of mystery and suspense.,"The author's choice of words creates a mood of mystery and suspense by suggesting that the narrator is lost and unsure of his surroundings. This uncertainty is heightened by the vivid imagery of the ""confusedly"" winding path and the ""sweet village"" that the narrator is trying to reach.",,"{'A': 'highlight the narrator’s sense of isolation and loneliness.', 'B': 'create a mood of mystery and suspense.', 'C': 'establish the setting of the story as a rural and peaceful place.', 'D': 'convey the narrator’s feelings of excitement and wonder.'}"
random_id_b8,english,Information and Ideas,"A group of scientists are studying the impact of climate change on a particular species of bird. The scientists have noticed that the birds are now arriving at their nesting grounds earlier in the year than they did in the past. They have also observed that the birds are nesting in higher elevations than they did in the past. The scientists are trying to determine whether these changes are due to climate change. They hypothesize that the earlier arrival of the birds is due to an earlier onset of spring, and that the higher nesting elevations are due to the birds searching for cooler temperatures as the climate warms. What is the most likely reason why the scientists are studying the impact of climate change on this species of bird?",The scientists are most likely studying the impact of climate change on this species of bird because they want to,understand how the birds are adapting to changing environmental conditions.,determine whether the birds are more common in some areas than in others.,test the effects of different types of food on the birds' health.,develop new methods for protecting the birds from predators.,A,understand how the birds are adapting to changing environmental conditions.,The scientists are studying the impact of climate change on this species of bird to understand how the birds are adapting to changing environmental conditions. The scientists have observed that the birds are arriving at their nesting grounds earlier in the year and nesting in higher elevations than they did in the past. These changes suggest that the birds are adapting to the changing climate.,,"{'A': 'understand how the birds are adapting to changing environmental conditions.', 'B': 'determine whether the birds are more common in some areas than in others.', 'C': ""test the effects of different types of food on the birds' health."", 'D': 'develop new methods for protecting the birds from predators.'}"
765444e7,english,Expression of Ideas,"In 1928, the American novelist and short story writer Sherwood Anderson published his collection of stories, _The Triumph of the Egg_, which, like many of his works, explores themes of longing and disillusionment. Anderson’s stories often center on characters who are unable to achieve their dreams or to reconcile their desires with the realities of life, as in the story “The Man in the Brown Coat,” in which a young man’s search for success is thwarted by his own emotional insecurities. What is the main purpose of the second sentence in the passage?",The second sentence in the passage is most likely intended to,establish the central theme of Anderson’s collection of stories.,provide a specific example of a character who fails to achieve his dreams.,explain the impact of Anderson’s work on the literary world.,analyze the stylistic elements of Anderson’s writing.,B,provide a specific example of a character who fails to achieve his dreams.,"The second sentence provides a specific example of a character who fails to achieve his dreams. It supports the first sentence’s claim that Anderson’s stories often center on characters who are unable to achieve their dreams. Thus, the second sentence helps to clarify the main idea of the passage.",,"{'A': 'establish the central theme of Anderson’s collection of stories.', 'B': 'provide a specific example of a character who fails to achieve his dreams.', 'C': 'explain the impact of Anderson’s work on the literary world.', 'D': 'analyze the stylistic elements of Anderson’s writing.'}"
8123b3ab,english,Standard English Conventions,"In a recent essay, the author argued that the rise of social media has created a culture of instant gratification, making people less patient and more likely to seek immediate rewards. The author cited several studies that showed a correlation between heavy social media use and decreased levels of self-control. However, the author also acknowledged that the research on this topic is still in its early stages, and that more studies are needed to fully understand the relationship between social media and self-control.  Which choice completes the text so that it conforms to the conventions of Standard English?",Which choice completes the text so that it conforms to the conventions of Standard English?,"Although, more studies are needed to fully understand the relationship between social media and self-control.","However, more studies are needed to fully understand the relationship between social media and self-control.","More studies are needed to fully understand the relationship between social media and self-control, however.","More studies are needed to fully understand the relationship between social media and self-control; however,",B,"However, more studies are needed to fully understand the relationship between social media and self-control.","The sentence begins with a transition word, ""However,"" which signals a contrast between the previous idea and the current one. This makes the sentence logically coherent and grammatically correct. Choices A, C, and D are incorrect because they use punctuation incorrectly. Choice A incorrectly uses a comma before ""However."" Choice C incorrectly uses a comma after ""however."" Choice D incorrectly uses a semicolon after ""however."" Semicolons should only be used to separate two complete sentences or two closely related phrases. In this case, the phrase ""However, more studies..."" is not a complete sentence or a closely related phrase, so it should be separated by a comma.",,"{'A': 'Although, more studies are needed to fully understand the relationship between social media and self-control.', 'B': 'However, more studies are needed to fully understand the relationship between social media and self-control.', 'C': 'More studies are needed to fully understand the relationship between social media and self-control, however.', 'D': 'More studies are needed to fully understand the relationship between social media and self-control; however,'}"
